"","real_delay","schedule_arrival_datetime","predicted_delay","predicted_percentage_error","predict_error"
"1",101,"2018-05-21 22:39:00",97.7179487179487,0.0324955572480325,3.28205128205128
"2",259,"2018-05-22 19:59:00",69.5232558139535,0.731570440872766,189.476744186047
"3",506,"2018-05-25 17:51:00",585.995762711864,0.158094392711194,-79.9957627118644
"4",346,"2018-05-23 18:37:00",856.979166666667,1.47681840077071,-510.979166666667
"5",27,"2018-05-21 22:13:00",122.846153846154,3.54985754985755,-95.8461538461538
"6",32,"2018-05-22 20:30:00",231.274881516588,6.22734004739336,-199.274881516588
"7",-12,"2018-05-23 06:14:00",-6.03846153846154,0.496794871794872,-5.96153846153846
"8",7365,"2018-05-24 16:40:00",947.761589403974,0.871315466476039,6417.23841059603
"9",19,"2018-05-25 05:18:00",48.3484848484849,1.54465709728868,-29.3484848484849
"10",1446,"2018-05-21 18:01:00",2031.75,0.405082987551867,-585.75
"11",611,"2018-05-24 22:28:00",1715.37777777778,1.80749227132206,-1104.37777777778
"12",1403,"2018-05-22 17:53:00",1016.01843317972,0.275824352687296,386.981566820276
"13",84711,"2018-05-22 03:20:00",36958.1595092025,0.563714753583331,47752.8404907975
"14",35,"2018-05-22 00:01:00",38.125,0.0892857142857143,-3.125
"15",22,"2018-05-25 05:40:00",105.673076923077,3.80332167832168,-83.6730769230769
"16",-54,"2018-05-24 20:31:00",78.745501285347,2.45825002380272,-132.745501285347
"17",226,"2018-05-21 22:05:00",186.545454545455,0.174577634754626,39.4545454545455
"18",132,"2018-05-25 22:16:00",NA,NA,NA
"19",89,"2018-05-25 05:25:00",-2.1865671641791,1.02456817038404,91.1865671641791
"20",252,"2018-05-21 21:31:00",123.841463414634,0.508565621370499,128.158536585366
"21",-40,"2018-05-25 20:20:00",83.1775700934579,3.07943925233645,-123.177570093458
"22",-164,"2018-05-24 20:00:00",14.4230769230769,1.08794559099437,-178.423076923077
"23",-28,"2018-05-22 06:49:00",1.89075630252101,1.06752701080432,-29.890756302521
"24",98,"2018-05-25 20:35:00",201.523364485981,1.05636086210185,-103.523364485981
"25",-86,"2018-05-23 20:03:00",27.9756097560976,1.3252977878616,-113.975609756098
"26",0,"2018-05-24 19:36:00",44.0558659217877,Inf,-44.0558659217877
"27",-19,"2018-05-22 20:55:00",-59.0285714285714,2.10676691729323,40.0285714285714
"28",161,"2018-05-24 06:57:00",179.914965986395,0.117484260785059,-18.9149659863945
"29",75,"2018-05-23 05:36:00",34.825,0.535666666666667,40.175
"30",130,"2018-05-21 21:23:00",106.020833333333,0.184455128205128,23.9791666666667
"31",166,"2018-05-25 21:56:00",153.007407407407,0.0782686300758589,12.9925925925926
"32",92,"2018-05-23 19:54:00",208.390243902439,1.26511134676564,-116.390243902439
"33",35,"2018-05-24 19:04:00",175.230769230769,4.00659340659341,-140.230769230769
"34",51,"2018-05-25 04:58:00",37.3,0.268627450980392,13.7
"35",-72,"2018-05-24 06:33:00",5.91228070175439,1.08211500974659,-77.9122807017544
"36",-63,"2018-05-24 06:45:00",-7.38235294117647,0.8828197945845,-55.6176470588235
"37",63,"2018-05-22 19:42:00",146.25,1.32142857142857,-83.25
"38",34,"2018-05-22 06:16:00",87.1578947368421,1.56346749226006,-53.1578947368421
"39",1,"2018-05-22 06:04:00",4.86363636363636,3.86363636363636,-3.86363636363636
"40",146,"2018-05-21 21:37:00",-14.1621621621622,1.09700111069974,160.162162162162
"41",261,"2018-05-24 22:06:00",242.410256410256,0.0712250712250712,18.5897435897436
"42",2,"2018-05-24 20:50:00",1558.77272727273,778.386363636364,-1556.77272727273
"43",0,"2018-05-22 05:53:00",-4.15573770491803,Inf,4.15573770491803
"44",-16,"2018-05-22 20:30:00",63.55,4.971875,-79.55
"45",1532,"2018-05-21 18:12:00",864.529411764706,0.435685762555675,667.470588235294
"46",93,"2018-05-25 19:08:00",180.117647058824,0.936748893105629,-87.1176470588235
"47",0,"2018-05-24 06:12:00",8.56345177664975,Inf,-8.56345177664975
"48",0,"2018-05-21 19:13:00",300.581395348837,Inf,-300.581395348837
"49",3298,"2018-05-21 18:02:00",1831.57446808511,0.444640852612157,1466.42553191489
"50",-89,"2018-05-23 19:26:00",225.596685082873,3.5347942144143,-314.596685082873
"51",118,"2018-05-23 06:45:00",137.387755102041,0.164303009339329,-19.3877551020408
"52",15,"2018-05-24 20:03:00",79.5,4.3,-64.5
"53",269,"2018-05-25 20:00:00",372.718309859155,0.38556992512697,-103.718309859155
"54",24,"2018-05-22 21:52:00",11.8787878787879,0.505050505050505,12.1212121212121
"55",260,"2018-05-21 21:13:00",234.384615384615,0.0985207100591716,25.6153846153846
"56",232,"2018-05-25 17:31:00",138.762162162162,0.401887232059646,93.2378378378378
"57",-8,"2018-05-21 22:33:00",156.534090909091,20.5667613636364,-164.534090909091
"58",0,"2018-05-22 22:03:00",43.8981481481481,Inf,-43.8981481481481
"59",201,"2018-05-23 18:49:00",2156.59756097561,9.72934109938114,-1955.59756097561
"60",43,"2018-05-23 22:58:00",63.3069306930693,0.472254202164402,-20.3069306930693
"61",46,"2018-05-24 02:57:00",10101.8072289157,218.604504976427,-10055.8072289157
"62",-74,"2018-05-22 20:41:00",NA,NA,NA
"63",2227,"2018-05-22 17:28:00",1254.19298245614,0.43682398632414,972.80701754386
"64",-7,"2018-05-24 19:12:00",128.693430656934,19.3847758081335,-135.693430656934
"65",-99,"2018-05-21 23:39:00",-7.47058823529412,0.924539512774807,-91.5294117647059
"66",-55,"2018-05-25 06:26:00",-19.0222222222222,0.654141414141414,-35.9777777777778
