"","real_delay","schedule_arrival_datetime","predicted_delay","predicted_percentage_error","predict_error"
"1",-7,"2018-05-27 22:42:00",38.7107438016529,6.53010625737898,-45.7107438016529
"2",233,"2018-05-26 20:24:00",216.380952380952,0.0713263846311057,16.6190476190476
"3",0,"2018-05-27 20:09:00",31.9520547945205,Inf,-31.9520547945205
"4",236,"2018-05-27 18:13:00",564.292682926829,1.39107069036792,-328.292682926829
"5",145,"2018-05-26 06:25:00",59.9137931034483,0.58680142687277,85.0862068965517
"6",12,"2018-05-26 06:05:00",-16.1320754716981,2.34433962264151,28.1320754716981
"7",127,"2018-05-26 05:51:00",111.670050761421,0.120708261721092,15.3299492385787
"8",226,"2018-05-26 23:42:00",225.266666666667,0.00324483775811204,0.73333333333332
"9",78,"2018-05-27 18:03:00",180.555891238671,1.3148191184445,-102.555891238671
"10",117,"2018-05-27 06:55:00",130.5,0.115384615384615,-13.5
"11",-32,"2018-05-27 05:19:00",11.1875,1.349609375,-43.1875
"12",-144,"2018-05-26 05:51:00",-14.4107142857143,0.899925595238095,-129.589285714286
"13",0,"2018-05-27 05:06:00",6.68421052631579,Inf,-6.68421052631579
"14",-18,"2018-05-27 05:27:00",-16.2289156626506,0.0983935742971887,-1.7710843373494
"15",94,"2018-05-26 19:03:00",84.0234113712375,0.10613392158258,9.97658862876254
"16",-13,"2018-05-27 00:02:00",13.8823529411765,2.06787330316742,-26.8823529411765
"17",267,"2018-05-26 20:39:00",365.506329113924,0.368937562224435,-98.506329113924
"18",51,"2018-05-27 20:53:00",86.5030303030303,0.696137849079026,-35.5030303030303
"19",-16,"2018-05-27 00:53:00",-4.17647058823529,0.738970588235294,-11.8235294117647
"20",0,"2018-05-26 23:43:00",231.757142857143,Inf,-231.757142857143
"21",0,"2018-05-26 00:17:00",16.0181818181818,Inf,-16.0181818181818
"22",24,"2018-05-26 21:08:00",232.389312977099,8.68288804071247,-208.389312977099
"23",50,"2018-05-26 19:15:00",629.296774193548,11.585935483871,-579.296774193548
"24",255,"2018-05-26 23:12:00",NA,NA,NA
"25",71,"2018-05-27 20:06:00",51.3027777777778,0.277425665101721,19.6972222222222
"26",-93,"2018-05-26 06:18:00",-39.4901960784314,0.575374235715792,-53.5098039215686
"27",-8,"2018-05-26 22:12:00",33.8461538461538,5.23076923076923,-41.8461538461538
"28",264,"2018-05-26 18:38:00",1016.05952380952,2.84871031746032,-752.059523809524
"29",-34,"2018-05-26 05:47:00",-13.2352941176471,0.610726643598616,-20.7647058823529
"30",0,"2018-05-26 06:01:00",4.82432432432432,Inf,-4.82432432432432
"31",104,"2018-05-26 18:38:00",563.518518518518,4.41844729344729,-459.518518518518
"32",273,"2018-05-27 00:11:00",63.775,0.766391941391941,209.225
"33",-8,"2018-05-27 21:02:00",130.619528619529,17.3274410774411,-138.619528619529
"34",241,"2018-05-26 19:35:00",275.090909090909,0.141456054319125,-34.0909090909091
"35",0,"2018-05-27 06:13:00",5.42857142857143,Inf,-5.42857142857143
"36",18,"2018-05-26 06:32:00",35.4444444444444,0.969135802469136,-17.4444444444444
"37",-19,"2018-05-27 21:29:00",78.1615384615385,5.11376518218623,-97.1615384615385
"38",51,"2018-05-27 18:31:00",1234.95555555556,23.2148148148148,-1183.95555555556
"39",20,"2018-05-26 06:02:00",-13.3062730627306,1.66531365313653,33.3062730627306
"40",1,"2018-05-26 05:35:00",29.6964285714286,28.6964285714286,-28.6964285714286
"41",131,"2018-05-27 22:51:00",-31.2127659574468,1.23826538898814,162.212765957447
"42",180,"2018-05-26 04:52:00",24.7777777777778,0.862345679012346,155.222222222222
"43",0,"2018-05-26 18:11:00",356.246418338109,Inf,-356.246418338109
"44",187,"2018-05-26 23:25:00",107.085271317829,0.427351490278987,79.9147286821705
"45",0,"2018-05-27 05:05:00",3.45098039215686,Inf,-3.45098039215686
"46",-64,"2018-05-27 06:03:00",-16.6034482758621,0.740571120689655,-47.3965517241379
"47",25,"2018-05-27 01:46:00",75.0769230769231,2.00307692307692,-50.0769230769231
"48",-13,"2018-05-27 20:52:00",-10.4861111111111,0.193376068376068,-2.51388888888889
"49",-225,"2018-05-26 05:46:00",15.525641025641,1.06900284900285,-240.525641025641
"50",143,"2018-05-26 22:27:00",66.6666666666667,0.533799533799534,76.3333333333333
"51",24,"2018-05-26 18:29:00",120.239393939394,4.00997474747475,-96.2393939393939
"52",935,"2018-05-26 20:35:00",237.485074626866,0.746005267778753,697.514925373134
"53",-151,"2018-05-27 18:07:00",120.916666666667,1.80077262693157,-271.916666666667
"54",239,"2018-05-26 06:09:00",-7.27272727272727,1.0304298212248,246.272727272727
"55",0,"2018-05-27 20:01:00",254.767123287671,Inf,-254.767123287671
"56",-64,"2018-05-27 22:50:00",-17.15625,0.73193359375,-46.84375
"57",155,"2018-05-27 21:08:00",100.508196721311,0.351560021152829,54.4918032786885
"58",237,"2018-05-26 20:06:00",152.80790960452,0.355240887744642,84.1920903954802
"59",593,"2018-05-27 19:36:00",250.540540540541,0.577503304316121,342.459459459459
"60",273,"2018-05-27 18:22:00",311.780904522613,0.142054595320927,-38.7809045226131
"61",-3,"2018-05-26 06:06:00",67.6279069767442,23.5426356589147,-70.6279069767442
"62",1191,"2018-05-26 22:59:00",731.142857142857,0.386110111550918,459.857142857143
"63",0,"2018-05-27 18:36:00",86.1043046357616,Inf,-86.1043046357616
"64",177,"2018-05-26 20:02:00",131.567567567568,0.256680409222782,45.4324324324324
"65",259,"2018-05-26 00:21:00",397.351351351351,0.534175101742669,-138.351351351351
