"","real_delay","schedule_arrival_time","predicted_delay","predict_percentage_error","predict_error"
"1",-67,"2018-05-26 18:42:00",108.631659370782,2.62136805031018,-175.631659370782
"2",0,"2018-05-27 22:08:00",4.24785222261625,NA,-4.24785222261625
"3",50,"2018-05-27 08:32:00",39.0243489073097,0.219513021853807,10.9756510926903
"4",110,"2018-05-27 11:52:00",166.0932820762,0.509938927965456,-56.0932820762001
"5",13,"2018-05-26 07:14:00",11.7856623309924,0.0934105899236619,1.21433766900761
"6",0,"2018-05-27 14:56:00",22.9600913742843,NA,-22.9600913742843
"7",15,"2018-05-27 17:41:00",98.7834510677555,5.58556340451703,-83.7834510677555
"8",292,"2018-05-27 19:21:00",218.799389186945,0.250687023332382,73.2006108130555
"9",0,"2018-05-27 19:51:00",10.4546831671897,NA,-10.4546831671897
"10",54,"2018-05-27 15:02:00",110.859863633821,1.05296043766335,-56.859863633821
"11",48,"2018-05-26 13:44:00",148.153767703967,2.08653682716598,-100.153767703967
"12",139,"2018-05-26 11:56:00",87.3067488217733,0.371893893368537,51.6932511782267
"13",-116,"2018-05-27 10:05:00",17.9474539566244,1.15471943066055,-133.947453956624
"14",113,"2018-05-26 12:39:00",212.408788501912,0.879723792052323,-99.4087885019125
"15",0,"2018-05-27 19:36:00",10.7678475493721,NA,-10.7678475493721
"16",0,"2018-05-26 13:07:00",118.481941097725,NA,-118.481941097725
"17",106,"2018-05-26 09:16:00",127.942913337342,0.207008616390018,-21.9429133373419
"18",139,"2018-05-27 09:25:00",108.22834865206,0.221378786675829,30.7716513479402
"19",4,"2018-05-27 16:13:00",89.4517883717503,21.3629470929376,-85.4517883717503
"20",247,"2018-05-26 14:56:00",114.77580786089,0.535320615947812,132.22419213911
"21",179,"2018-05-26 16:25:00",187.642687822908,0.0482831721950167,-8.64268782290799
"22",41,"2018-05-27 14:36:00",105.922883835285,1.58348497159232,-64.9228838352851
"23",2479,"2018-05-26 16:51:00",414.571806537335,0.832766516120478,2064.42819346266
"24",38,"2018-05-27 10:00:00",92.3363147975396,1.42990302098788,-54.3363147975396
"25",3529,"2018-05-26 17:26:00",406.271083011205,0.884876428730177,3122.72891698879
"26",97,"2018-05-27 12:03:00",204.032809920591,1.10343103010919,-107.032809920591
"27",14,"2018-05-27 05:35:00",88.5243491589422,5.3231677970673,-74.5243491589422
"28",138,"2018-05-27 06:10:00",129.477525938585,0.0617570584160525,8.52247406141524
"29",104,"2018-05-27 07:35:00",62.3107953441312,0.400857737075661,41.6892046558688
"30",252,"2018-05-27 08:24:00",102.826430153574,0.591958610501692,149.173569846426
"31",71,"2018-05-27 08:52:00",122.087709649233,0.719545206327225,-51.087709649233
"32",369,"2018-05-26 19:40:00",136.586979222507,0.629845584762853,232.413020777493
"33",161,"2018-05-26 15:39:00",199.463308729488,0.238902538692469,-38.4633087294876
"34",237,"2018-05-26 22:51:00",68.0521637701687,0.712860068480301,168.947836229831
"35",28,"2018-05-26 19:02:00",138.813301819553,3.95761792212688,-110.813301819553
"36",0,"2018-05-26 22:11:00",41.7085462754277,NA,-41.7085462754277
"37",442,"2018-05-26 15:37:00",170.908757973347,0.613328601870256,271.091242026653
"38",-119,"2018-05-27 17:34:00",147.929758046467,2.24310721047451,-266.929758046467
"39",62,"2018-05-27 06:00:00",51.9417934745836,0.162229137506716,10.0582065254164
"40",70,"2018-05-27 20:49:00",171.803854097084,1.45434077281548,-101.803854097084
"41",78,"2018-05-26 21:25:00",45.4555156771892,0.417236978497575,32.5444843228108
"42",68,"2018-05-26 09:54:00",73.0160708002009,0.0737657470617774,-5.01607080020086
"43",-83,"2018-05-27 20:34:00",4.0770511556662,1.04912109826104,-87.0770511556662
"44",0,"2018-05-26 18:41:00",43.7632619438569,NA,-43.7632619438569
"45",164,"2018-05-26 10:09:00",22.4031393361945,0.863395491852473,141.596860663806
"46",83,"2018-05-26 12:43:00",211.946070719442,1.55356711710171,-128.946070719442
"47",834,"2018-05-27 12:59:00",315.920826897473,0.621198049283606,518.079173102527
"48",145,"2018-05-26 09:39:00",91.4543119647067,0.369280607139954,53.5456880352933
"49",86,"2018-05-27 19:50:00",116.261584608948,0.351878890801722,-30.2615846089481
"50",106,"2018-05-27 22:43:00",67.7005907438415,0.361315181661872,38.2994092561585
"51",467,"2018-05-26 11:37:00",163.705713810928,0.649452432953044,303.294286189072
"52",160,"2018-05-27 20:52:00",114.890850800172,0.281932182498922,45.1091491998275
"53",74,"2018-05-26 09:43:00",20.3858508437527,0.724515529138478,53.6141491562473
"54",177,"2018-05-27 14:36:00",108.344282640986,0.387885408807989,68.655717359014
"55",0,"2018-05-26 11:51:00",28.0727358631415,NA,-28.0727358631415
"56",90,"2018-05-27 14:35:00",167.99555503027,0.866617278114107,-77.9955550302697
"57",-53,"2018-05-26 09:07:00",124.567703378188,3.35033402600355,-177.567703378188
"58",124,"2018-05-26 08:27:00",85.9579729278661,0.306790540904305,38.0420270721339
"59",0,"2018-05-27 18:03:00",44.3625606189752,NA,-44.3625606189752
"60",52,"2018-05-27 14:14:00",48.6440663952989,0.0645371847057894,3.35593360470105
"61",65,"2018-05-26 22:29:00",117.451525701669,0.80694654925644,-52.4515257016686
"62",130,"2018-05-26 19:10:00",70.9439375168737,0.454277403716356,59.0560624831263
"63",-71,"2018-05-27 10:05:00",110.596988029291,2.55770405675057,-181.596988029291
"64",146,"2018-05-26 17:07:00",39.1894219486892,0.731579301721307,106.810578051311
"65",12,"2018-05-27 06:23:00",76.1421249980483,5.3451770831707,-64.1421249980483
