"","real_delay","schedule_arrival_time","predicted_delay","predict_percentage_error","predict_error"
"1",113,"2018-05-23 00:15:00",75.5984512648261,0.330987156948442,37.4015487351739
"2",145,"2018-05-22 23:27:00",242.669317995392,0.673581503416496,-97.6693179953919
"3",0,"2018-05-24 04:03:00",62.8887736811892,NA,-62.8887736811892
"4",168,"2018-05-25 01:02:00",118.024514463496,0.297473128193476,49.975485536504
"5",346,"2018-05-24 00:52:00",153.79210308644,0.555514152929364,192.20789691356
"6",118,"2018-05-22 02:20:00",170.151337935464,0.441960490978512,-52.1513379354645
"7",0,"2018-05-23 05:40:00",64.1109272021799,NA,-64.1109272021799
"8",82,"2018-05-23 01:51:00",46.4853197206391,0.433105857065377,35.5146802793609
"9",32,"2018-05-22 00:06:00",96.2681488065594,2.00837965020498,-64.2681488065594
"10",191,"2018-05-25 01:17:00",161.841473591368,0.15266244193001,29.1585264086319
"11",116,"2018-05-24 02:13:00",162.005077621695,0.396595496738753,-46.0050776216953
"12",-133,"2018-05-21 00:47:00",116.578470467439,1.87652985313864,-249.578470467439
"13",92,"2018-05-23 02:45:00",146.280918160281,0.590009980003056,-54.2809181602811
"14",450,"2018-05-23 00:06:00",136.336257150612,0.697030539665307,313.663742849388
"15",0,"2018-05-23 00:46:00",34.3719794599836,NA,-34.3719794599836
"16",233,"2018-05-25 02:15:00",94.3027333570012,0.595267238811154,138.697266642999
"17",-110,"2018-05-25 02:07:00",31.3039522370244,1.28458138397295,-141.303952237024
"18",478,"2018-05-25 00:11:00",218.28246237222,0.543342128928409,259.71753762778
"19",51,"2018-05-22 02:45:00",99.2797538711949,0.946661840611665,-48.2797538711949
"20",69,"2018-05-22 02:32:00",143.169737929798,1.07492373811302,-74.1697379297982
"21",-32,"2018-05-25 02:30:00",87.1649311595077,3.72390409873462,-119.164931159508
"22",36,"2018-05-23 02:06:00",47.588165996388,0.321893499899665,-11.588165996388
"23",526,"2018-05-25 00:23:00",196.264163116079,0.626874214608214,329.735836883921
"24",352,"2018-05-25 01:16:00",73.3753692223115,0.791547246527524,278.624630777688
"25",0,"2018-05-23 01:17:00",68.1783572508889,NA,-68.1783572508889
